commodity,date,title,description,source,text
sugarcane,2026-06-19 12:33:49+00:00,"Forever Global Enterprises Acquires Dhampur Bio Organics’ Meerganj Facility for INR 305 Crores, Marking Entry Into Uttar Pradesh’s Sugar Sector","Forever Global Enterprises Acquires Dhampur Bio Organics' Meerganj Facility for INR 305 Crores, Marking Entry Into Uttar Pradesh's Sugar Sector",BusinessLine,"Forever Global Enterprises Acquires Dhampur Bio Organics’ Meerganj Facility for INR 305 Crores, Marking Entry Into Uttar Pradesh’s Sugar Sector Forever Global Enterprises Acquires Dhampur Bio Organics' Meerganj Facility for INR 305 Crores, Marking Entry Into Uttar Pradesh's Sugar Sector"
sugarcane,2026-06-19 11:55:11+00:00,"Forever Global Enterprises acquires Dhampur Bio Organics' Meerganj facility for INR 305 crores, marking entry into Uttar Pradesh's sugar sector","Forever Global Enterprises Limited has acquired Dhampur Bio Organics' Meerganj unit for INR 305 crores. This strategic move integrates a 9,000 TCD sugar mill and a 23 MW cogeneration plant, paving the way for a 200 KLPD grain-based and 100 KLPD molasses-based…",The Times of India,"Forever Global Enterprises acquires Dhampur Bio Organics' Meerganj facility for INR 305 crores, marking entry into Uttar Pradesh's sugar sector Forever Global Enterprises Limited has acquired Dhampur Bio Organics' Meerganj unit for INR 305 crores. This strategic move integrates a 9,000 TCD sugar mill and a 23 MW cogeneration plant, paving the way for a 200 KLPD grain-based and 100 KLPD molasses-based…"
sugarcane,2026-06-19 11:24:25+00:00,Ministry of Petroleum and Natural Gas approves Rs150 Cr assistance for India's first private hybrid 2G ethanol project in UP,"This initiative marks a significant stride towards India's circular bioeconomy, reducing reliance on food-based feedstocks and bolstering energy security through indigenous innovation.",The Times of India,"Ministry of Petroleum and Natural Gas approves Rs150 Cr assistance for India's first private hybrid 2G ethanol project in UP This initiative marks a significant stride towards India's circular bioeconomy, reducing reliance on food-based feedstocks and bolstering energy security through indigenous innovation."
sugarcane,2026-06-19 05:27:46+00:00,DNA time stamps reveal the strawberry’s surprising origins,Researchers have created a new way to reconstruct the evolutionary history of complex plant genomes by analyzing genetic traces left by transposable elements. The technique revealed that modern strawberries were assembled through multiple ancient genome-mergi…,Science Daily,DNA time stamps reveal the strawberry’s surprising origins Researchers have created a new way to reconstruct the evolutionary history of complex plant genomes by analyzing genetic traces left by transposable elements. The technique revealed that modern strawberries were assembled through multiple ancient genome-mergi…
sugarcane,2026-06-18 13:44:13+00:00,The United States Has a Kafala Problem,Qatar’s World Cup became known for migrant worker abuse. U.S. labor systems are similarly exploitative.,Foreign Policy,The United States Has a Kafala Problem Qatar’s World Cup became known for migrant worker abuse. U.S. labor systems are similarly exploitative.
sugarcane,2026-06-18 12:45:02+00:00,SED to Develop India’s Advanced 2G Ethanol Biorefinery with ₹150 Crore Government Financial Assistance under PM JI-VAN,"Government-supported project integrates global carbon recycling innovation with indigenous biomass gasification technology, advancing India’s next-generation biofuel ecosystem",BusinessLine,"SED to Develop India’s Advanced 2G Ethanol Biorefinery with ₹150 Crore Government Financial Assistance under PM JI-VAN Government-supported project integrates global carbon recycling innovation with indigenous biomass gasification technology, advancing India’s next-generation biofuel ecosystem"
sugarcane,2026-06-18 12:00:00+00:00,"Bambu Lab launches PLA Pure filament — New material boasts kid-safe toy certifications and ""asbestos-free"" talc",Family-friendly filament raises more questions than it answers,Tom's Hardware UK,"Bambu Lab launches PLA Pure filament — New material boasts kid-safe toy certifications and ""asbestos-free"" talc Family-friendly filament raises more questions than it answers"
sugarcane,2026-06-18 10:50:54+00:00,CBSE Class 10 Second Board Result 2026 delayed? Here's what we know about date and time,"Students are eagerly awaiting their CBSE Class 10 second board exam results. The exams were conducted from May 15 to May 21, 2026. Over six lakh students appeared for this examination. This is the first year of CBSE's new two-exam system. Students can check t…",The Times of India,"CBSE Class 10 Second Board Result 2026 delayed? Here's what we know about date and time Students are eagerly awaiting their CBSE Class 10 second board exam results. The exams were conducted from May 15 to May 21, 2026. Over six lakh students appeared for this examination. This is the first year of CBSE's new two-exam system. Students can check t…"
sugarcane,2026-06-18 10:26:22+00:00,Panchamrit Yojana: The five pillars of Uttar Pradesh’s sugarcane farming push,One of many innovative schemes launched by Chief Minister Yogi Adityanath since his ascend to power is Panchamrit Yojana. Itis a unique agricultural i.,The Times of India,Panchamrit Yojana: The five pillars of Uttar Pradesh’s sugarcane farming push One of many innovative schemes launched by Chief Minister Yogi Adityanath since his ascend to power is Panchamrit Yojana. Itis a unique agricultural i.
sugarcane,2026-06-18 08:30:26+00:00,Pranjul Bhandari: Temperature trends tell us more about future food inflation than rainfall levels do,"Temperature has become a better predictor than rainfall of India’s farm sector-driven economic outcomes. And our heat problem worsens in El Niño years. As we enter a season of overlapping shocks, estimates for 2026-27 show the damage we can expect.",Livemint,"Pranjul Bhandari: Temperature trends tell us more about future food inflation than rainfall levels do Temperature has become a better predictor than rainfall of India’s farm sector-driven economic outcomes. And our heat problem worsens in El Niño years. As we enter a season of overlapping shocks, estimates for 2026-27 show the damage we can expect."
sugarcane,2026-06-18 02:17:37+00:00,Russia eager to revive Birgunj Sugar Factory and Janakpur Cigarette Factory,"Russia has expressed formal readiness to help revive the long-shuttered Birgunj Sugar Factory, provided the Government of Nepal submits an official proposal with a prioritized list of needs. Russian Ambassador Alexey Surovtsev conveyed this commitment to Vice…",Peoplesreview.com.np,"Russia eager to revive Birgunj Sugar Factory and Janakpur Cigarette Factory Russia has expressed formal readiness to help revive the long-shuttered Birgunj Sugar Factory, provided the Government of Nepal submits an official proposal with a prioritized list of needs. Russian Ambassador Alexey Surovtsev conveyed this commitment to Vice…"
sugarcane,2026-06-17 13:44:45+00:00,“Plastics are Everywhere”: From Bakelite to Biohazard — The Century-Long Rise of Microplastics,"Plastics are everywhere — from bottles and food wrappers to your phone and your car — because they’re cheap and durable. But over time, they break down into microplastics that may harm the environment and have been linked to potential …
The post “Plastics are…",Globalresearch.ca,"“Plastics are Everywhere”: From Bakelite to Biohazard — The Century-Long Rise of Microplastics Plastics are everywhere — from bottles and food wrappers to your phone and your car — because they’re cheap and durable. But over time, they break down into microplastics that may harm the environment and have been linked to potential …
The post “Plastics are…"
sugarcane,2026-06-17 07:30:00+00:00,From Waste to Wall: Sugarcane Bagasse as Low-Carbon Building Material,"From acoustic and thermal cladding systems to masonry units and textiles made from agricultural waste, experimentation with bio-based materials continues to drive sustainable solutions for the construction industry. Faced with the urgent need to rethink how w…",ArchDaily,"From Waste to Wall: Sugarcane Bagasse as Low-Carbon Building Material From acoustic and thermal cladding systems to masonry units and textiles made from agricultural waste, experimentation with bio-based materials continues to drive sustainable solutions for the construction industry. Faced with the urgent need to rethink how w…"
sugarcane,2026-06-17 01:29:37+00:00,The Carrier Oils Hiding in Your Skincare and Why They Matter,"Guest post by Lisa Thomas Read the back of almost any moisturizer, face oil, or serum and you will find at least one plant-derived oil sitting somewhere in the ingredient list. Sweet almond, grapeseed, apricot kernel, squalane, argan. These are not filler. Th…",Beautytidbits.com,"The Carrier Oils Hiding in Your Skincare and Why They Matter Guest post by Lisa Thomas Read the back of almost any moisturizer, face oil, or serum and you will find at least one plant-derived oil sitting somewhere in the ingredient list. Sweet almond, grapeseed, apricot kernel, squalane, argan. These are not filler. Th…"
sugarcane,2026-06-17 01:00:00+00:00,India Should Abandon Its Ethanol Illusion,"Instead of pouring billions into government mandates, India should drastically increase purchases of American natural gas to bypass the geopolitical instability of the Middle East. The U.S. possesses vast reserves of this energy–dense fuel to power industry, …",Wattsupwiththat.com,"India Should Abandon Its Ethanol Illusion Instead of pouring billions into government mandates, India should drastically increase purchases of American natural gas to bypass the geopolitical instability of the Middle East. The U.S. possesses vast reserves of this energy–dense fuel to power industry, …"
sugarcane,2026-06-16 14:00:00+00:00,Need a New Lamp? Here Are 7 Bright Ideas,"These clever lights—each one an exemplar of innovation in materials, design, and function—will beautify your home.",Wired,"Need a New Lamp? Here Are 7 Bright Ideas These clever lights—each one an exemplar of innovation in materials, design, and function—will beautify your home."
sugarcane,2026-06-16 10:16:01+00:00,"Soyabean acreage expected to rise by up to 10% on higher prices, weak monsoon outlook","India's soyabean acreage may rise 10% due to high prices and weak monsoon forecasts, benefiting farmers and the poultry industry.",BusinessLine,"Soyabean acreage expected to rise by up to 10% on higher prices, weak monsoon outlook India's soyabean acreage may rise 10% due to high prices and weak monsoon forecasts, benefiting farmers and the poultry industry."
